"","Local","Evento","A","P","Imed","I30max","EI30","Vol","VolBase","VolSup","Lamina","C","qmax","qmaxs","qmed","Ia","PS","CSSmax","CSSmed","PSesp","CentQ","CentP","Tlw","Tw","Tb","Tlp","Tlpc","Tlc","Tr","Tc","TQC","IH","qmid","Tempo.retorno"
"90","Guarapuava","20/01/2022",1180000,19.78036891,23.73644271,25.43190418,8484.642896,1688.058283,1265.053275,423.0050081,0.35847882,1.812295929,131.1634378,98.64753776,42.04105486,19.42189009,NA,NA,NA,NA,"120.0000001","55.00000008",35.00000006,49.99999996,140,94.99999996,59.9999999,65.00000001,60.00000005,130,NA,NA,NA,0.021398489
"91","Guarapuava","27/01/2022",1180000,41.66754502,13.51379838,61.61477056,56274.78797,2055.469395,1622.739909,432.7294862,0.366719904,0.880109215,172.2100451,111.8050451,57.67224351,41.30082512,NA,NA,NA,NA,"250","195",30.0000001,185.0000001,125.0000001,90,59.9999999,54.99999994,60.00000005,35.00000007,NA,NA,NA,0.163496684
"92","Guarapuava","30/01/2022",1180000,13.29815257,26.59630519,22.16358688,4879.615605,471.1639952,379.2718513,91.89214391,0.077874698,0.58560539,41.62609504,18.91509504,29.72246708,13.22027787,NA,NA,NA,NA,"105","30.0000001",15.00000005,29.99999995,170.0000001,85.00000004,69.99999999,74.99999995,80.00000006,150,NA,NA,NA,0.006842365
"93","Guarapuava","30/01/2022",1180000,4.875990089,5.319261907,6.649077394,432.1968283,609.1416867,579.4027931,29.73889366,0.025202452,0.516868406,33.45163987,5.40563987,29.42807112,4.850787637,NA,NA,NA,NA,"129.9999999","34.99999993",24.99999999,185,55.00000008,115,90,94.99999996,90,160,NA,NA,NA,0.000614896
"94","Guarapuava","04/02/2022",1180000,1.426666667,5.706666648,2.377777778,51.62145675,567.7031739,554.4741866,13.22898726,0.011211006,0.785818188,20.77222185,2.767187295,18.37316404,1.415455661,NA,NA,NA,NA,"180","80.00000007",5.000000121,15.00000005,180,169.9999999,89.99999985,99.99999993,94.99999996,175,NA,NA,NA,8.61e-08
"95","Guarapuava","04/02/2022",1180000,10.7,5.136000003,8.084444444,1374.975856,662.3220952,573.8080335,88.51406165,0.075011917,0.70104595,34.8790721,14.1200721,24.28152043,10.62498808,NA,NA,NA,NA,"174.9999999","79.99999993",74.99999995,124.9999999,235.0000001,155,80.00000006,94.99999996,115,165.0000001,NA,NA,NA,9.12e-05
"96","Guarapuava","04/02/2022",1180000,2.377777778,7.133333325,4.755555556,158.3386765,462.9282418,449.6410913,13.28715048,0.011260297,0.473563893,23.23146761,1.80546761,22.04024104,2.366517481,NA,NA,NA,NA,"155","40.00000004",4.999999974,20.00000002,239.9999999,105,100.0000001,115,104.9999999,239.9999999,NA,NA,NA,7.25e-07
"97","Guarapuava","05/02/2022",1180000,2.377777778,2.038095239,2.377777778,68.31419779,564.0256788,546.0345534,17.99112537,0.015246716,0.641217046,21.83987243,2.479372426,20.00618235,2.362531061,NA,NA,NA,NA,"200","105",40.00000003,69.99999998,225,130,90,94.99999997,115,175,NA,NA,NA,3.26e-08
"98","Guarapuava","22/02/2022",1180000,15.81420805,18.97704968,19.21726591,4876.512516,1060.688611,908.86778,151.8208307,0.128661721,0.81358308,74.25903404,49.13184256,21.70822172,15.68554633,NA,NA,NA,NA,"275","205",29.99999995,49.99999996,105,99.99999994,69.99999999,69.99999999,49.99999997,105,NA,NA,NA,0.005603062
"99","Guarapuava","25/02/2022",1180000,87.27841711,13.60183124,66.86006795,95564.29174,6276.714758,3756.207038,2520.50772,2.136023492,2.447367359,348.1980778,308.1962777,108.4866183,85.14239362,NA,NA,NA,NA,"150","65.00000001",39.99999989,385,395.0000001,99.99999994,60.00000005,85.00000004,115,20.00000001,NA,NA,NA,4.50414125
"100","Guarapuava","08/03/2022",1180000,NA,NA,NA,NA,1182.700434,978.6325886,204.0678453,0.172938852,NA,62.71229387,39.34246206,27.98738832,NA,NA,NA,NA,NA,"135",NA,NA,NA,180,NA,NA,NA,85,NA,NA,NA,NA,1.91e-10
"101","Guarapuava","10/03/2022",1180000,7.714286227,23.14285882,15.42857245,3650.92819,434.0480426,365.9992802,68.04876239,0.057668443,0.747553837,40.32703942,17.21103942,95.09541513,7.656617784,NA,NA,NA,NA,"165.0000001","100.0000001",4.999999974,19.99999988,135,59.9999999,54.99999993,65.00000001,65.00000001,120.0000001,NA,NA,NA,0.000834056
"102","Guarapuava","10/03/2022",1180000,6.171428981,2.742857325,6.171428981,520.5274348,718.3798441,671.6334586,46.74638556,0.039615581,0.641919094,34.31501285,6.330512849,29.55064291,6.131813401,NA,NA,NA,NA,"140","45",29.99999995,135,255.0000001,99.99999994,69.99999999,94.99999996,110,135,NA,NA,NA,2.96e-06
"103","Guarapuava","11/03/2022",1180000,8.742857724,2.141108014,6.68571473,116.9045053,871.7713264,797.4012959,74.37003057,0.06302545,0.720879278,25.51336424,4.415364242,22.89875024,8.679832274,NA,NA,NA,NA,"260.0000001","75.0000001",45,245,450,279.9999999,234.9999999,185,220,214.9999999,NA,NA,NA,9.17e-06
"104","Guarapuava","12/03/2022",1180000,4.628571736,2.644898134,7.714286227,525.3126953,2535.704668,676.0009931,28.36141477,0.024035097,0.519276758,25.47121159,3.470792711,22.16540881,4.604536639,NA,NA,NA,NA,"380","270",15.00000005,105,250,130,115,110,115.0000001,154.9999999,NA,NA,NA,8.19e-07
"105","Guarapuava","13/03/2022",1180000,30.59999689,40.79999585,41.65713791,23882.15787,1914.488609,1372.151413,542.3371955,0.459607793,1.501986404,153.324279,112.5853695,53.27729323,30.1403891,NA,NA,NA,NA,"334.9999999","270",20.00000001,45,170.0000001,74.99999995,54.99999994,64.99999988,69.99999999,140,NA,NA,NA,0.370046578
"106","Guarapuava","14/03/2022",1180000,9.597179285,28.79153784,17.71786945,2931.98652,1356.48579,1278.843064,77.64272566,0.06579892,0.685606865,58.77337913,23.47408001,37.07150211,9.531380365,NA,NA,NA,NA,"284.9999999","230",10.00000007,20.00000001,120,55.00000007,45,54.99999994,54.99999994,110,NA,NA,NA,0.003084227
"107","Guarapuava","15/03/2022",1180000,14.02664665,14.02664667,22.63949985,5014.132673,1271.793232,1198.321643,73.47158895,0.062264058,0.443898389,53.90456726,17.07995827,38.57527855,13.96438259,NA,NA,NA,NA,"230","160",14.9999999,59.9999999,160,79.99999992,65.00000001,69.99999999,79.99999993,105,NA,NA,NA,0.001845244
"108","Guarapuava","16/03/2022",1180000,8.366771684,5.020063014,6.398119523,743.0549048,1081.159346,1038.807467,42.35187942,0.035891423,0.42897577,53.32705024,10.34117998,44.51316861,8.330880261,NA,NA,NA,NA,"120","54.99999994",49.99999997,99.99999994,140,120,69.99999998,65.00000001,69.99999999,85.00000004,NA,NA,NA,3.1e-05
"109","Guarapuava","16/03/2022",1180000,6.398119523,12.79623907,11.31974993,1114.116919,997.1926482,960.5588455,36.63380268,0.031045595,0.485230002,54.15273494,9.969734946,45.53769675,6.367073928,NA,NA,NA,NA,"79.99999992","19.99999987",14.9999999,29.99999995,130,65.00000001,50.00000011,60.00000005,65.00000001,110,NA,NA,NA,8.56e-05
"110","Guarapuava","18/03/2022",1180000,8.366769224,33.46707679,16.73353845,2333.950283,1582.153276,1445.234815,136.9184607,0.116032594,1.386826751,94.64421597,43.08522182,53.28923786,8.25073663,NA,NA,NA,NA,"125.0000001","69.99999999",9.999999938,15.00000005,99.99999993,65.00000002,55.00000008,55.00000008,45,104.9999999,NA,NA,NA,0.003430908
"111","Guarapuava","19/03/2022",1180000,30.51410604,11.44278976,34.94357094,16964.47401,3730.043916,3134.846299,595.1976169,0.50440476,1.653021588,159.5323478,98.15556782,71.05593354,30.00970128,NA,NA,NA,NA,"169.9999999","94.99999997",54.99999994,160,200,115,60.00000005,74.99999995,90,79.99999992,NA,NA,NA,0.032008837
"112","Guarapuava","24/03/2022",1180000,NA,NA,NA,NA,1483.495859,1433.928321,49.567538,0.042006388,NA,64.93634081,10.34843825,55.56728421,NA,NA,NA,NA,NA,"234.9999999",NA,NA,NA,175,NA,NA,NA,94.99999997,NA,NA,NA,NA,NA
"113","Guarapuava","24/03/2022",1180000,18.56666667,8.911999995,29.0401699,10162.00992,6784.491932,6498.637831,285.8541012,0.242249238,1.304753528,115.8305121,51.4915121,62.64751849,18.32441743,NA,NA,NA,NA,"230.0000001","160",24.99999999,125.0000001,210,85.00000004,60.00000005,70.00000013,90,90,NA,NA,NA,0.002472521
"114","Guarapuava","30/03/2022",1180000,27.13589615,25.04851952,48.08290263,23030.73334,4053.230134,3595.52242,457.7077138,0.387887893,1.429427246,163.5283025,100.3533026,67.23241701,26.74800826,NA,NA,NA,NA,"225","160",15.00000005,65.00000001,165.0000001,65.00000001,49.99999996,65.00000001,75.0000001,105,NA,NA,NA,0.081352292
"115","Guarapuava","04/04/2022",1180000,21.22529192,4.245058384,13.98372006,4815.838972,2818.695951,2438.759591,379.9363595,0.321979966,1.516963663,78.78676737,32.60511266,56.28310132,20.90331195,NA,NA,NA,NA,"255","149.9999999",54.99999994,300,405,125.0000001,70.00000013,105,140,125.0000001,NA,NA,NA,0.001367858
"116","Guarapuava","07/04/2022",1180000,20.22645459,16.18116368,18.97790669,6553.773463,1538.846025,1208.187469,330.6585559,0.280219115,1.385408965,127.1352644,65.64876437,69.48073036,19.94623548,NA,NA,NA,NA,"235.0000001","150",20.00000001,74.99999995,169.9999999,105,85.00000004,85.00000004,90,110,NA,NA,NA,0.010519724
"117","Guarapuava","07/04/2022",1180000,6.492441367,19.47732409,12.98488273,1340.890976,1719.866574,1586.144939,133.7216351,0.11332342,1.74546697,94.64421597,27.25521596,69.87111678,6.379117947,NA,NA,NA,NA,"90","15.00000005",10.00000007,20.00000001,145.0000001,55.00000008,65.00000002,74.99999995,65.00000001,145.0000001,NA,NA,NA,0.000297006
"118","Guarapuava","08/04/2022",1180000,17.22994012,25.84491025,29.96511227,10046.08206,2342.904082,1778.160983,564.7430999,0.478595847,2.777698843,198.0599503,119.664892,104.3176779,16.75134427,NA,NA,NA,NA,"144.9999999","79.99999992",14.9999999,39.99999989,160,85.00000004,70.00000013,65.00000001,69.99999998,130,NA,NA,NA,0.015647881
"119","Guarapuava","08/04/2022",1180000,10.48778942,10.48778944,17.4796482,2848.520499,2591.468494,2450.347014,141.1214795,0.119594474,1.140321085,112.2652588,30.55625879,85.50664575,10.36819495,NA,NA,NA,NA,"110","45",34.99999992,59.9999999,155,84.99999989,49.99999997,65.00000002,69.99999999,125.0000001,NA,NA,NA,0.000323554
"120","Guarapuava","11/04/2022",1180000,9.567412523,2.800218298,6.65559132,862.8072646,2695.241146,2287.624683,407.6164632,0.345437681,3.610565342,145.7083931,56.68824548,109.6348813,9.221974842,65.40804968,58.0565369,29.04526462,35.86225118,"65.00000007","150.0000001",150.0000001,205.0000001,195,115.0000001,35,84.99999999,45,10,50.00000006,394.35429,110.5415776,2.07e-05
"121","Guarapuava","12/04/2022",1180000,10.60734867,2.121469733,5.407667948,751.6844239,4257.521123,3979.414059,278.1070641,0.235683953,2.221893142,104.4870844,23.13608435,87.06470671,10.37166471,72.42134763,0.152845355,0.035817621,0.061374023,"415","300",84.99999999,300,365,170,85,115,155,110,-225,-20.07550323,91.76315901,2.15e-05
"122","Guarapuava","21/04/2022",1180000,14.76709324,5.063003397,8.31948915,2034.213747,1728.609761,1560.542185,168.0675755,0.142430149,0.964510391,107.7160294,38.7960294,71.27317259,14.62466309,NA,NA,NA,NA,"205","140",80,175,185,145,65,65,110,45,NA,NA,79.24281944,0.000358585
"123","Guarapuava","22/04/2022",1180000,10.39936144,3.119808431,6.65559132,2041.45175,3263.417446,3060.593893,202.8235527,0.171884367,1.65283578,119.4344554,35.01980488,87.14824433,10.22747707,3558.958563,4.504746514,1.800089691,3.016066579,"330","255",65,200,185,140,75,75,100,25,-110,-35.80012642,98.07433686,3.55e-05
"124","Guarapuava","22/04/2022",1180000,8.735463608,2.096511266,4.99169349,996.2409942,2571.866233,2451.631358,120.2348754,0.101893962,1.166440234,105.6410711,19.21657112,91.20399037,8.633569645,2114.892736,1.802747002,1.546334575,1.79228198,"240","150",110,250,250,205,95,90,160,40,-160,0.085709848,93.94679388,8.84e-06
"125","Guarapuava","22/04/2022",1180000,6.447604091,3.363967352,4.99169349,433.0052579,1764.963329,1653.845271,111.1180583,0.094167846,1.460509123,98.58041486,14.58091486,89.07867899,6.353436245,3531.672636,10.01846161,2.582759839,2.992942912,"140","35",20,115,230,130,110,105,110,130,100,211.2679271,91.91601828,5.08e-06
"126","Guarapuava","22/04/2022",1180000,20.38274634,9.058998372,29.11820787,9836.422466,4026.920093,3497.604722,529.3153702,0.448572348,2.200745376,203.1706088,103.3636918,108.3368067,19.93417399,330.1612735,0.279032845,0.14746295,0.279797689,"320","250",30,135,170,100,70,70,80,55,-120,-11.24577059,138.4220318,0.003791187
"127","Guarapuava","23/04/2022",1180000,35.77380023,14.80295182,25.79041637,14501.78479,8281.400054,5446.204965,2835.195088,2.402707702,6.716389332,760.3721817,525.6167505,293.9473014,33.37109252,18516.57839,4.504746514,1.800089691,15.69201558,"205","125",30,145,175,110,80,80,90,50,-44.99999999,-2.302045048,432.7443214,0.097611131
"128","Guarapuava","19/09/2022",1180000,11.47374306,3.358168701,5.09944136,983.8557102,1433.931926,1373.464375,60.46755025,0.051243687,0.446616997,70.11640234,11.13554285,54.41314771,11.42249937,NA,NA,NA,NA,"310","220",120,205,185.0000001,230,110,90,110,80.00000007,NA,NA,NA,6.15e-05
"129","Guarapuava","19/09/2022",1180000,13.81098702,3.854228936,7.224208593,1437.955644,3060.200515,2761.657193,298.5433226,0.253002816,1.831895255,102.3907823,37.64978227,68.42837596,13.5579842,NA,NA,NA,NA,"189.9999999","110",69.99999998,214.9999999,270,140,69.99999999,79.99999993,109.9999999,95.00000011,NA,NA,NA,0.0001733
"130","Guarapuava","21/09/2022",1180000,7.436685316,1.174213471,2.54972068,227.7782572,2400.860577,2175.375383,36.98369857,0.031342117,0.421452786,54.64445356,3.908288642,49.71417093,7.405343199,2.660676121,0.006943989,0.001035129,0.00225481,"430","335",194.9999999,379.9999999,260.0000001,340,145.0000001,94.99999996,144.9999999,25.00000013,50.00000011,11,51.22767971,1.8e-06
"131","Guarapuava","25/09/2022",1180000,20.61024216,2.659386085,6.3743017,1849.618709,2458.472891,2162.925161,295.5477297,0.250464178,1.215241314,76.54697935,23.03697935,56.56860001,20.35977798,NA,NA,NA,NA,"475","315",265,465,545,450,185,160,365,140,NA,NA,NA,0.0006054
"132","Guarapuava","25/09/2022",1180000,28.4718805,5.176705545,11.89869651,5001.918855,2607.873401,1959.419175,648.4542263,0.54953748,1.930106021,174.2233175,82.48231749,114.7286747,27.92234302,NA,NA,NA,NA,"214.9999999","140",130,330,305.0000001,210,79.99999993,74.99999995,160,20.00000001,NA,NA,NA,0.0068943
"133","Guarapuava","25/09/2022",1180000,7.861638763,2.300967441,4.249534466,489.0202928,1610.906247,1566.897218,44.00902921,0.037295787,0.474402203,114.4521808,6.730180828,109.521525,7.824342976,NA,NA,NA,NA,"100.0000001","95.00000011",95.00000011,205.0000001,210.0000001,60.00000005,35.00000006,4.999999974,80.00000007,24.99999998,NA,NA,NA,6.4e-06
"134","Guarapuava","26/09/2022",1180000,5.311918083,4.249534469,5.09944136,604.4289853,2057.186572,1892.569312,164.6172601,0.139506153,2.626285844,133.4035708,29.84857083,112.4175321,5.17241193,NA,NA,NA,NA,"94.99999996","29.99999995",29.99999995,74.99999995,180,90,60.00000005,65.00000001,85.00000003,115,NA,NA,NA,3.5e-06
"135","Guarapuava","26/09/2022",1180000,1.487337063,2.549720675,2.124767233,74.27913691,1546.912423,1496.922815,49.98960785,0.042364074,2.848317002,106.5245332,9.269533229,97.33408658,1.444972989,NA,NA,NA,NA,"90","30.0000001",15.00000005,35.00000006,210,60.00000005,45,59.9999999,39.99999989,135,NA,NA,NA,0
"136","Guarapuava","06/10/2022",1180000,33.81628664,10.40501127,14343.34,583960.8219,6138.959682,4871.822547,1267.137135,1.07384503,3.175526163,233.6137306,162.8587306,90.17318511,32.74244162,640.1222455,0.41184347,0.124249774,0.542476479,"345","260.0000001",60.00000005,195,330,120,59.9999999,84.99999989,120,160,39.99999996,1.371013012,147.8526337,0.0430751
"137","Guarapuava","07/10/2022",1180000,5.784364821,5.784364816,8.009120521,661.096301,1715.220108,1621.876338,93.34376933,0.079104889,1.367563971,86.44556628,18.96656628,71.45835743,5.705259932,40.76860975,0.070005668,0.0614932,0.034549669,"130","55.00000008",35.00000007,60.00000005,185,100.0000001,65.00000001,74.99999995,74.99999995,160,-4.999999902,0.017190636,76.29342967,9.2e-06
"138","Guarapuava","11/10/2022",1180000,8.009120521,6.864960448,14.68338762,1857.418955,1392.766393,1217.656331,175.110062,0.148398358,1.852867082,104.5126462,45.00064616,70.38916133,7.860722164,91.22851,0.218016346,0.125749222,0.077312297,"100.0000001","40.00000003",4.999999964,69.99999999,155,54.99999994,49.99999997,60.00000005,65.00000001,85.00000003,-10.00000007,0.371566392,79.20501921,4.7e-05
"139","Guarapuava","11/10/2022",1180000,49.31302135,6.880886697,22.06701412,18040.46666,8554.983478,6075.702759,2479.280719,2.101085355,4.260711061,276.8280092,171.9900092,137.8534692,47.21193599,NA,NA,NA,NA,"329.9999999","239.9999999",220,430.0000001,435,360,140,90,230,84.99999988,NA,NA,NA,0.1257531
"140","Guarapuava","13/10/2022",1180000,17.33836824,5.201510471,15.31180572,4311.707926,2596.806569,2288.182033,308.6245367,0.261546218,1.508482309,137.1130804,55.38651657,100.7350953,17.07682202,119.2044631,0.216286128,0.062277184,0.101020731,"110","45",35.00000006,200,270,75.0000001,40.00000004,65.00000002,80.00000007,90,0,1,107.6312274,0.0007579
"141","Guarapuava","13/10/2022",1180000,10.13281216,2.643342302,6.304860276,918.0821702,2896.306728,2629.989407,266.3173213,0.225692645,2.227344608,155.3805443,43.8865093,117.8176909,9.90711951,62.03612914,0.048382201,0.022508061,0.052572991,"205","130",100.0000001,230,220,180,79.99999993,74.99999995,135,30.0000001,-65.00000001,-1.162127412,125.4992591,2.44e-05
"142","Guarapuava","14/10/2022",1180000,15.53697933,1.96256581,3.602777815,687.1388876,7461.181986,6766.067972,695.1140138,0.589079673,3.791468472,147.6954234,40.41742337,117.8514213,14.94789966,4.298936125,0.008323431,0.004576604,0.003643166,"335","205",169.9999999,475,689.9999999,279.9999999,110,130,275,239.9999999,-94.99999996,-2.770444601,127.3338215,0.0001082
"143","Guarapuava","16/10/2022",1180000,24.31874935,6.948214098,17.56354095,6429.668805,8676.132557,7737.20047,938.932087,0.795705159,3.271982235,293.2129498,162.0969751,135.7993586,23.52304419,NA,NA,NA,NA,"165.0000001","90",65.00000001,210.0000001,189.9999999,135,69.99999999,75.0000001,90,29.99999995,NA,NA,NA,0.005323526
"144","Guarapuava","20/10/2022",1180000,47.48013801,14.99372779,42.70940094,35689.10674,8930.505456,6970.806467,1959.698988,1.660761855,3.497803343,813.3236611,517.0061611,292.2926892,45.81937616,NA,NA,NA,NA,"120","60",45,190,125,110,65,60,64.99999999,25,NA,NA,NA,0.3425055
"145","Guarapuava","20/10/2022",1180000,12.53571429,3.008571429,5.571428571,931.7891061,5377.432745,4795.368569,582.064176,0.493274725,3.934955074,227.1666399,57.54263995,192.7977467,12.04243956,814.3930625,530,0.180339524,0.690163612,"285","215",80,250,300,125,45,70,135,65,-140,-0.182475413,191.8867247,7.69e-05
"146","Guarapuava","20/10/2022",1180000,3.581632653,2.148979592,3.183673469,157.4202823,5913.397499,5794.957686,118.4398131,0.100372723,2.802429302,206.7522812,23.21078115,182.3931558,3.48125993,230.3983737,0.073627403,0.057484025,0.195252859,"195","115",39.99999999,99.99999999,155,130,90,80,80,95.00000001,-100,-0.613056607,194.2349603,2e-07
"147","Guarapuava","29/10/2022",1180000,53.69311923,10.06745986,22.75131908,18955.57669,7059.873101,6178.756628,881.1164728,0.746708875,1.390697516,333.6377932,153.6487932,194.6468296,52.94641035,NA,NA,NA,NA,"140","115",104.9999999,320,195,140,35.00000007,25.00000002,99.99999997,94.99999997,NA,NA,NA,0.3220766
"148","Guarapuava","30/10/2022",1180000,14.78835991,3.348307903,6.82539618,1370.2884,4375.621396,4083.885929,291.7354666,0.247233446,1.671811126,155.6615757,31.71157571,123.6510131,14.54112646,NA,NA,NA,NA,"245","155",115,265,305.0000001,234.9999999,120,90,180,65.00000002,NA,NA,NA,0.0001893
"149","Guarapuava","30/10/2022",1180000,6.142857381,12.28571478,12.28571476,1129.803661,1395.831897,1204.434418,191.3974789,0.162201253,2.640485416,238.5626075,65.78560769,161.8805346,5.980656128,NA,NA,NA,NA,"99.99999994","45",15.00000005,24.99999999,75.0000001,79.99999992,64.99999987,54.99999994,40.00000004,80.00000006,NA,NA,NA,3.71e-05
"150","Guarapuava","30/10/2022",1180000,26.61904865,15.21088496,31.85185309,16217.75857,7291.713037,4837.416678,2454.29636,2.079912169,7.81362323,1002.122378,669.598378,467.663152,24.53913648,2376.371718,0.831523402,0.512429471,2.013874338,"115.0000001","45",14.9999999,104.9999999,125.0000001,79.99999993,65.00000002,70.00000013,70.00000013,35.00000007,-12.99999998,-0.008039867,596.6431842,0.029035052
"151","Guarapuava","31/10/2022",1180000,20.0211648,3.875064156,8.645502981,2335.939088,6250.635699,5395.900331,854.7353685,0.724352007,3.617931397,318.2095234,129.6995233,200.5166878,19.29681279,NA,NA,NA,NA,"290","205.0000001",155,309.9999999,260.0000001,239.9999999,84.99999989,84.99999989,160,30.0000001,NA,NA,NA,0.0009183
"152","Guarapuava","08/03/2023",1180000,81.50943396,27.94609164,83.77358491,126624.5478,16226.78563,7889.103059,8337.682569,7.065832685,8.668729915,2009.468327,1599.081044,383.849173,74.44360128,4523.56722,2.018275786,0.493917684,3.833531543,"305.0000001","245",65.00000002,175,125.0000001,75.0000001,10.00000007,60.00000005,65.00000002,10.00000008,10.0000001,39.64507603,1067.197266,9.935380195
"153","Guarapuava","09/03/2023",1180000,4.005154639,2.827167979,3.432989691,187.4274881,2802.174449,2712.815337,89.35911219,0.075728061,1.890764977,112.8060987,20.15909873,95.27763284,3.929426578,NA,NA,NA,NA,"214.9999999","135",45,85.00000004,165,110,65.00000002,79.99999993,89.99999985,115,NA,NA,NA,5.08e-07
